Measurement Date,Daily rainfall (mm),Sunshine duration daily total (hours),Snow depth daily value (cm),Daily mean air pressure (hPa),Daily average temperature (C),Daily mean relative humidity (%),Daily maximum air temperature at 2m height (C),Daily minimum air temperature at 2m height (C)
1950-01-01,0.0,8.0,190.0,709.5,-9.4,24.0,-7.9,-10.6
1950-01-02,7.0,1.2,180.0,707.0,-9.6,77.0,-7.4,-10.6
1950-01-03,16.1,0.0,200.0,695.8,-13.6,96.0,-9.0,-15.0
1950-01-04,38.0,0.0,220.0,693.5,-14.9,95.0,-14.7,-15.0
1950-01-05,8.5,0.2,270.0,696.9,-11.6,96.0,-10.8,-15.0
1950-01-06,8.2,0.0,280.0,700.6,-10.6,83.0,-9.2,-12.0
1950-01-07,0.0,6.9,280.0,705.7,-10.5,72.0,-9.4,-13.0
1950-01-08,0.0,7.3,260.0,711.1,-3.5,27.0,-1.4,-10.0
1950-01-09,0.0,0.9,250.0,709.1,-4.1,33.0,-1.0,-5.3
1950-01-10,0.1,2.8,240.0,712.3,-7.2,75.0,-5.3,-9.0
1950-01-11,33.0,0.0,230.0,713.4,-8.2,94.0,-5.7,-8.9
1950-01-12,21.0,0.0,270.0,714.1,-8.3,94.0,-4.8,-9.6
1950-01-13,0.0,7.7,290.0,713.7,-8.4,45.0,-6.3,-13.4
1950-01-14,0.1,0.3,280.0,713.0,-6.8,55.0,-6.2,-7.2
1950-01-15,0.0,2.1,270.0,711.3,-7.0,90.0,-6.6,-7.6
1950-01-16,9.2,2.0,265.0,701.0,-9.8,85.0,-5.8,-10.8
1950-01-17,23.7,0.0,280.0,694.6,-16.2,95.0,-10.8,-16.9
1950-01-18,16.8,0.0,360.0,697.5,-17.4,94.0,-15.6,-18.4
1950-01-19,0.0,7.6,380.0,696.3,-15.0,81.0,-13.0,-18.6
1950-01-20,0.0,4.2,360.0,700.2,-9.5,79.0,-8.8,-13.0
1950-01-21,0.0,6.9,360.0,704.6,-9.6,53.0,-9.0,-10.4
1950-01-22,0.0,5.3,350.0,703.5,-12.3,92.0,-9.4,-13.0
1950-01-23,0.0,8.6,340.0,697.3,-17.4,53.0,-13.0,-18.5
1950-01-24,0.0,8.4,330.0,695.9,-16.9,58.0,-15.8,-19.8
1950-01-25,0.0,5.5,325.0,703.0,-11.5,54.0,-10.2,-15.8
1950-01-26,0.0,1.1,320.0,705.4,-10.0,63.0,-8.6,-11.5
1950-01-27,1.5,4.3,320.0,703.9,-11.4,72.0,-8.4,-12.8
1950-01-28,0.7,0.8,320.0,695.9,-13.3,89.0,-12.0,-14.2
1950-01-29,0.3,1.4,320.0,695.4,-14.1,80.0,-11.6,-15.0
1950-01-30,0.0,7.9,320.0,699.4,-14.6,72.0,-13.4,-16.6
1950-01-31,0.0,0.1,320.0,704.1,-7.8,59.0,-6.3,-13.7
1950-02-01,1.6,0.0,310.0,702.5,-11.0,96.0,-6.3,-11.9
1950-02-02,0.0,3.7,300.0,706.3,-4.9,40.0,-3.0,-13.4
1950-02-03,0.0,6.6,280.0,708.2,-1.4,21.0,0.8,-4.3
1950-02-04,0.0,8.1,270.0,705.0,-2.6,46.0,-1.4,-4.6
1950-02-05,0.0,9.5,260.0,700.7,-6.7,75.0,-2.8,-7.5
1950-02-06,1.2,1.5,250.0,695.4,-9.1,80.0,-6.4,-9.7
1950-02-07,7.4,0.0,240.0,700.2,-14.4,90.0,-9.7,-15.8
1950-02-08,8.3,3.5,250.0,698.7,-11.3,73.0,-7.6,-15.8
1950-02-09,36.6,2.6,280.0,695.7,-14.8,75.0,-12.5,-17.4
1950-02-10,12.5,0.0,320.0,698.2,-7.0,95.0,-6.0,-12.5
1950-02-11,9.1,1.0,340.0,696.2,-8.1,88.0,-5.2,-9.7
1950-02-12,2.3,0.3,340.0,694.9,-14.1,95.0,-9.7,-14.8
1950-02-13,8.4,2.1,330.0,694.7,-8.4,63.0,-6.9,-13.8
1950-02-14,10.3,0.0,330.0,695.0,-14.6,97.0,-8.5,-16.4
1950-02-15,7.3,0.0,340.0,708.7,-10.2,76.0,-7.2,-18.2
1950-02-16,0.0,9.7,340.0,719.4,-4.6,39.0,-3.7,-7.9
1950-02-17,0.0,10.3,330.0,722.9,1.8,21.0,3.9,-3.7
1950-02-18,0.0,10.3,310.0,719.0,1.3,25.0,4.2,0.4
1950-02-19,0.0,10.2,300.0,713.3,-2.7,35.0,0.9,-3.7
1950-02-20,2.5,2.0,300.0,703.7,-5.2,55.0,-1.6,-7.5
1950-02-21,23.5,0.0,290.0,697.7,-11.2,96.0,-7.5,-12.7
1950-02-22,0.9,9.7,330.0,704.5,-13.2,68.0,-10.7,-16.6
1950-02-23,3.6,8.2,320.0,705.1,-5.9,26.0,-4.7,-10.7
1950-02-24,7.4,0.0,320.0,699.7,-9.5,95.0,-6.7,-13.0
1950-02-25,0.0,4.4,320.0,692.3,-8.4,67.0,-5.8,-9.8
1950-02-26,8.9,1.1,300.0,683.1,-12.0,94.0,-8.2,-15.6
1950-02-27,2.4,0.0,310.0,690.1,-18.9,94.0,-15.6,-20.4
1950-02-28,0.0,9.6,310.0,692.7,-13.1,71.0,-11.0,-19.2
1950-03-01,0.0,4.0,300.0,695.0,-13.6,73.0,-12.2,-14.0
1950-03-02,0.0,8.8,300.0,701.7,-12.2,79.0,-10.0,-15.0
1950-03-03,0.0,8.9,290.0,707.0,-11.0,77.0,-9.6,-12.2
1950-03-04,5.5,7.1,290.0,709.4,-10.0,67.0,-8.4,-11.1
1950-03-05,0.0,10.7,305.0,712.9,-10.0,68.0,-8.0,-13.6
1950-03-06,0.0,9.7,300.0,719.0,-2.4,50.0,-1.3,-8.0
1950-03-07,0.0,10.5,290.0,721.0,-0.7,33.0,-0.1,-1.5
1950-03-08,0.0,10.5,280.0,715.3,-3.1,44.0,-0.7,-4.0
1950-03-09,0.0,10.8,280.0,707.5,-7.0,62.0,-4.0,-7.4
1950-03-10,8.4,3.4,280.0,699.8,-11.8,82.0,-7.2,-14.0
1950-03-11,1.0,8.8,295.0,700.2,-12.0,79.0,-11.2,-14.8
1950-03-12,1.0,8.1,285.0,696.5,-13.3,80.0,-9.8,-14.0
1950-03-13,0.6,1.3,290.0,698.1,-13.6,91.0,-12.0,-14.6
1950-03-14,0.0,10.6,295.0,702.2,-10.0,59.0,-8.5,-14.4
1950-03-15,0.0,6.3,290.0,706.7,-7.7,55.0,-5.8,-9.9
1950-03-16,0.0,8.6,280.0,708.6,-4.3,57.0,-0.5,-7.0
1950-03-17,0.0,8.5,270.0,710.9,-2.4,40.0,-0.5,-6.4
1950-03-18,0.0,10.3,270.0,712.3,-4.5,36.0,-2.0,-10.0
1950-03-19,0.9,5.5,260.0,706.9,-5.0,71.0,-2.0,-6.1
1950-03-20,8.5,2.7,260.0,707.0,-5.6,86.0,-3.5,-6.5
1950-03-21,15.6,0.0,275.0,703.3,-7.4,95.0,-5.0,-8.3
1950-03-22,3.3,1.8,290.0,708.9,-7.9,97.0,-5.8,-8.8
1950-03-23,0.6,3.9,295.0,713.4,-8.0,94.0,-6.2,-9.9
1950-03-24,12.2,5.0,290.0,712.7,-7.2,97.0,-5.8,-9.9
1950-03-25,3.7,0.3,305.0,707.4,-10.2,96.0,-6.5,-12.4
1950-03-26,5.7,7.7,310.0,703.5,-10.6,74.0,-10.1,-11.8
1950-03-27,0.0,12.4,295.0,706.9,-7.1,47.0,-4.9,-10.1
1950-03-28,0.0,12.4,290.0,707.1,-5.6,52.0,-1.0,-8.8
1950-03-29,1.7,8.3,290.0,700.7,-7.2,67.0,-5.3,-7.8
1950-03-30,2.3,1.1,290.0,697.4,-8.8,96.0,-6.0,-10.0
1950-03-31,0.0,12.7,290.0,701.7,-8.4,35.0,-5.0,-10.8
1950-04-01,0.0,8.5,290.0,701.5,-8.6,71.0,-4.6,-9.8
1950-04-02,9.8,1.8,280.0,692.2,-7.4,62.0,-3.9,-9.0
1950-04-03,7.5,0.1,290.0,687.8,-12.9,100.0,-8.8,-13.6
1950-04-04,5.6,0.7,310.0,694.2,-13.2,100.0,-11.1,-14.2
1950-04-05,3.5,0.0,315.0,698.6,-12.4,100.0,-11.0,-15.0
1950-04-06,1.6,0.2,320.0,702.6,-10.9,100.0,-9.3,-12.0
1950-04-07,0.0,12.3,320.0,707.8,-8.0,62.0,-6.5,-11.6
1950-04-08,0.0,12.8,320.0,711.4,-4.5,67.0,-2.4,-7.4
1950-04-09,9.8,9.1,315.0,705.5,-3.3,70.0,0.0,-4.9
1950-04-10,8.5,0.0,330.0,698.7,-8.8,100.0,-6.1,-13.2
1950-04-11,10.2,0.0,330.0,695.0,-9.6,100.0,-6.5,-12.0
1950-04-12,12.2,0.9,340.0,696.3,-6.1,87.0,-4.9,-12.0
1950-04-13,14.5,0.2,365.0,695.5,-8.1,100.0,-5.6,-9.8
1950-04-14,9.7,4.4,390.0,695.4,-7.3,95.0,-5.0,-10.6
1950-04-15,8.7,1.7,400.0,693.4,-8.4,96.0,-5.3,-10.6
1950-04-16,10.5,1.3,400.0,698.1,-11.6,100.0,-7.2,-12.5
1950-04-17,2.3,4.9,420.0,699.4,-11.2,96.0,-8.0,-13.4
1950-04-18,0.0,5.9,415.0,694.6,-8.2,74.0,-6.8,-12.1
1950-04-19,0.1,5.5,410.0,697.3,-6.8,88.0,-4.6,-9.7
1950-04-20,0.0,9.7,400.0,701.1,-4.2,84.0,-2.8,-7.0
1950-04-21,4.3,4.9,390.0,703.9,-2.6,89.0,-0.6,-5.3
1950-04-22,8.3,10.0,390.0,703.5,-4.7,73.0,-0.4,-7.2
1950-04-23,15.0,0.0,390.0,697.9,-7.1,100.0,-6.2,-8.0
1950-04-24,15.1,1.9,400.0,692.5,-8.6,100.0,-6.2,-9.6
1950-04-25,6.9,0.0,400.0,691.3,-16.2,100.0,-6.2,-17.0
1950-04-26,5.3,10.8,420.0,695.8,-11.0,89.0,-9.0,-14.0
1950-04-27,5.2,8.6,425.0,700.1,-10.9,92.0,-7.8,-13.4
1950-04-28,1.0,12.0,415.0,705.1,-10.1,91.0,-7.4,-14.2
1950-04-29,3.0,0.0,400.0,710.2,-6.8,96.0,-6.0,-10.2
1950-04-30,0.1,3.7,400.0,714.5,-3.6,91.0,-2.0,-6.4
1950-05-01,0.0,13.6,390.0,715.5,-1.4,57.0,2.9,-4.6
1950-05-02,0.0,12.5,385.0,713.4,-1.4,86.0,1.2,-3.3
1950-05-03,2.9,2.6,385.0,708.3,-4.0,95.0,0.6,-6.2
1950-05-04,2.2,3.2,387.0,706.1,-4.1,100.0,-2.4,-6.4
1950-05-05,9.9,4.2,389.0,707.4,-3.8,96.0,-1.8,-5.9
1950-05-06,2.0,8.2,390.0,708.7,-3.2,85.0,-0.4,-5.2
1950-05-07,11.7,0.1,390.0,707.7,-3.3,97.0,-1.4,-5.0
1950-05-08,0.0,10.5,390.0,707.8,-2.8,90.0,0.6,-4.6
1950-05-09,21.0,12.0,390.0,710.2,-1.0,77.0,2.6,-3.0
1950-05-10,13.5,4.7,400.0,710.2,-1.4,99.0,0.8,-2.0
1950-05-11,0.0,6.6,390.0,710.5,-4.0,68.0,-2.0,-4.7
1950-05-12,0.0,14.0,385.0,711.7,-2.6,57.0,0.0,-4.7
1950-05-13,0.0,11.0,382.0,709.8,-1.9,83.0,0.1,-3.8
1950-05-14,0.0,9.0,380.0,707.4,-2.4,83.0,-0.8,-4.4
1950-05-15,10.6,8.4,375.0,707.3,-1.6,87.0,0.8,-3.6
1950-05-16,4.1,1.5,370.0,705.5,-2.9,98.0,-1.4,-3.4
1950-05-17,0.0,4.5,365.0,704.5,-0.8,86.0,1.2,-3.2
1950-05-18,1.1,2.0,365.0,703.1,-0.2,89.0,1.8,-1.2
1950-05-19,0.3,4.6,365.0,708.3,-1.3,93.0,0.8,-4.0
1950-05-20,0.0,13.8,360.0,714.9,4.2,50.0,6.8,-0.8
1950-05-21,0.0,11.8,340.0,717.7,6.8,47.0,9.2,4.5
1950-05-22,0.0,4.1,325.0,716.9,4.6,66.0,7.3,3.0
1950-05-23,0.1,12.5,320.0,714.6,4.4,66.0,6.8,2.0
1950-05-24,1.4,5.8,310.0,713.4,1.6,96.0,3.4,-0.6
1950-05-25,0.0,12.3,305.0,713.9,4.5,59.0,7.1,1.6
1950-05-26,4.8,2.1,300.0,707.9,-1.7,93.0,3.6,-3.8
1950-05-27,8.1,6.2,305.0,708.1,-3.5,86.0,-0.5,-5.2
1950-05-28,8.7,3.7,300.0,709.9,-5.4,98.0,-2.0,-6.6
1950-05-29,0.0,11.6,300.0,717.3,-1.0,67.0,2.3,-6.8
1950-05-30,0.0,12.1,300.0,717.9,2.5,80.0,5.0,0.6
1950-05-31,3.1,5.7,300.0,714.7,2.7,85.0,6.3,1.0
1950-06-01,9.8,0.0,290.0,713.8,0.1,99.0,1.8,-0.6
1950-06-02,0.0,5.1,290.0,715.1,1.7,93.0,3.8,-0.8
1950-06-03,0.0,10.2,280.0,717.3,1.6,80.0,5.9,-1.0
1950-06-04,0.0,6.1,250.0,718.9,0.9,98.0,4.1,-1.4
1950-06-05,0.0,14.6,240.0,720.3,3.2,53.0,6.6,0.0
1950-06-06,0.0,13.2,230.0,720.5,3.7,68.0,7.0,1.4
1950-06-07,0.0,14.7,210.0,719.9,3.6,56.0,7.7,1.2
1950-06-08,0.0,14.6,200.0,717.3,4.6,67.0,7.8,2.4
1950-06-09,0.0,3.1,200.0,713.3,2.4,92.0,4.4,1.4
1950-06-10,0.0,5.6,190.0,715.4,1.8,96.0,3.8,0.6
1950-06-11,0.0,15.4,180.0,718.5,4.9,62.0,9.8,0.8
1950-06-12,0.0,13.5,170.0,717.8,5.4,63.0,8.4,2.8
1950-06-13,7.5,9.5,160.0,714.7,3.7,76.0,8.4,2.0
1950-06-14,5.4,0.1,150.0,711.3,0.4,100.0,1.6,-0.4
1950-06-15,1.1,10.2,150.0,713.5,3.4,79.0,7.0,0.2
1950-06-16,3.3,5.0,140.0,711.9,3.2,80.0,4.6,1.6
1950-06-17,14.1,1.9,130.0,709.4,0.1,100.0,3.4,-0.7
1950-06-18,2.2,0.5,130.0,711.5,-0.6,100.0,0.4,-1.3
1950-06-19,0.0,10.7,130.0,715.8,2.8,84.0,6.8,-0.9
1950-06-20,0.0,11.2,110.0,714.5,5.4,79.0,8.2,2.8
1950-06-21,2.8,7.6,100.0,710.1,4.3,77.0,7.4,2.6
1950-06-22,0.4,8.0,97.0,710.3,-0.2,100.0,2.6,-2.4
1950-06-23,0.6,1.5,90.0,711.1,-0.5,100.0,1.4,-1.4
1950-06-24,0.3,1.7,90.0,713.7,-0.4,100.0,1.4,-2.0
1950-06-25,9.2,8.2,90.0,714.3,0.6,90.0,3.4,-2.8
1950-06-26,5.7,0.0,90.0,715.8,-1.2,99.0,-0.3,-3.3
1950-06-27,0.4,0.1,90.0,718.3,1.0,99.0,3.0,-1.0
1950-06-28,0.0,10.9,90.0,720.3,4.8,84.0,6.1,1.0
1950-06-29,0.0,14.6,80.0,721.1,8.0,70.0,12.0,3.9
1950-06-30,0.0,15.5,80.0,721.4,10.1,64.0,16.0,7.0
1950-07-01,4.7,8.9,70.0,720.5,7.9,81.0,11.3,5.4
1950-07-02,0.4,8.4,60.0,718.3,9.0,64.0,12.4,5.7
1950-07-03,9.2,8.7,50.0,718.3,9.1,66.0,11.4,7.2
1950-07-04,0.0,14.1,40.0,720.1,10.0,56.0,14.0,7.5
1950-07-05,2.0,8.1,30.0,717.1,8.9,58.0,12.2,6.7
1950-07-06,0.2,0.0,20.0,713.1,2.7,100.0,6.8,2.0
1950-07-07,5.4,3.8,20.0,713.0,1.3,100.0,4.7,-0.1
1950-07-08,0.0,1.6,20.0,716.3,0.3,94.0,2.2,-1.3
1950-07-09,0.0,14.9,20.0,718.3,6.8,40.0,8.8,0.7
1950-07-10,9.1,2.7,10.0,714.1,2.2,89.0,8.0,-0.2
1950-07-11,2.2,4.1,10.0,711.1,0.4,97.0,2.9,-2.6
1950-07-12,0.1,0.5,10.0,712.2,0.7,100.0,1.6,-1.3
1950-07-13,0.0,13.0,5.0,714.9,4.7,76.0,6.8,1.2
1950-07-14,13.3,9.5,0.0,713.7,5.2,78.0,10.8,2.6
1950-07-15,2.2,0.0,2.0,711.1,-2.2,100.0,-1.2,-3.2
1950-07-16,0.0,15.0,0.0,712.5,2.8,52.0,5.2,-3.0
1950-07-17,2.8,7.7,0.0,715.7,6.0,92.0,7.7,2.6
1950-07-18,0.0,2.8,0.0,719.9,5.4,92.0,7.6,4.4
1950-07-19,0.0,10.9,0.0,721.4,5.7,91.0,7.6,4.3
1950-07-20,0.3,6.8,0.0,718.7,6.0,82.0,9.2,4.6
1950-07-21,0.0,10.2,0.0,717.4,7.2,79.0,10.2,5.0
1950-07-22,0.0,7.4,0.0,716.9,7.2,84.0,9.6,5.3
1950-07-23,24.4,4.9,0.0,712.5,4.7,92.0,8.0,2.3
1950-07-24,0.7,4.0,1.0,713.1,0.3,100.0,2.1,-1.0
1950-07-25,0.0,10.8,0.0,716.6,4.4,80.0,6.8,-0.3
1950-07-26,11.2,9.8,0.0,717.0,6.6,75.0,10.3,5.2
1950-07-27,2.8,4.7,0.0,715.8,3.2,99.0,5.3,1.4
1950-07-28,3.4,12.0,0.0,715.8,5.4,78.0,9.8,2.8
1950-07-29,9.6,0.6,0.0,713.3,1.0,100.0,4.1,0.0
1950-07-30,0.3,8.5,0.0,713.4,1.3,100.0,3.6,-0.8
1950-07-31,4.2,2.1,0.0,712.2,1.8,100.0,3.2,0.5
1950-08-01,12.1,6.7,0.0,713.3,4.2,98.0,6.5,0.4
1950-08-02,20.1,0.1,0.0,709.0,1.8,94.0,5.2,0.3
1950-08-03,8.7,0.3,5.0,704.9,-4.1,100.0,0.3,-5.0
1950-08-04,24.4,0.0,10.0,705.5,-3.5,100.0,-2.8,-5.2
1950-08-05,11.7,0.2,40.0,711.0,-0.6,100.0,3.0,-3.2
1950-08-06,0.0,12.6,15.0,712.5,1.5,67.0,3.4,-1.8
1950-08-07,0.0,8.5,5.0,710.2,3.2,90.0,5.5,1.2
1950-08-08,0.0,1.5,5.0,711.0,2.8,96.0,4.2,0.3
1950-08-09,0.0,12.0,0.0,714.6,4.8,83.0,8.4,2.3
1950-08-10,0.1,9.5,0.0,716.7,6.4,88.0,10.0,3.6
1950-08-11,16.7,0.0,0.0,717.5,3.8,100.0,7.8,3.0
1950-08-12,7.1,0.0,0.0,716.1,4.8,100.0,7.3,3.0
1950-08-13,29.5,0.0,0.0,714.2,3.5,98.0,4.8,2.6
1950-08-14,2.9,1.7,0.0,713.9,2.2,96.0,4.1,0.7
1950-08-15,0.2,4.8,0.0,713.5,3.3,89.0,5.7,1.1
1950-08-16,13.4,6.5,0.0,710.5,3.5,91.0,6.7,1.8
1950-08-17,10.0,4.8,0.0,707.7,2.8,100.0,5.4,0.6
1950-08-18,6.0,0.1,3.0,707.4,-0.9,100.0,2.7,-3.0
1950-08-19,1.6,6.5,5.0,712.7,-0.1,96.0,2.5,-3.0
1950-08-20,0.0,10.9,0.0,717.4,2.9,69.0,4.6,-1.5
1950-08-21,0.0,13.4,0.0,720.3,6.4,55.0,12.2,3.2
1950-08-22,0.0,11.1,0.0,721.0,7.2,72.0,11.6,5.0
1950-08-23,0.0,13.0,0.0,720.3,8.6,70.0,11.9,4.9
1950-08-24,2.3,9.5,0.0,718.3,8.5,77.0,12.5,6.9
1950-08-25,2.2,7.8,0.0,717.3,6.6,91.0,8.6,4.8
1950-08-26,0.0,7.3,0.0,716.5,7.0,75.0,9.0,6.0
1950-08-27,0.0,10.3,0.0,715.7,7.0,80.0,10.1,5.0
1950-08-28,0.0,11.6,0.0,714.6,7.2,71.0,10.3,5.3
1950-08-29,3.8,0.0,0.0,714.6,2.5,100.0,7.7,1.0
1950-08-30,0.0,12.3,0.0,716.6,4.2,69.0,6.6,0.1
1950-08-31,2.4,7.3,0.0,710.7,4.9,93.0,6.6,3.8
1950-09-01,63.7,0.0,0.0,702.9,0.3,100.0,4.2,-0.8
1950-09-02,1.0,1.3,20.0,707.9,-3.3,100.0,-0.7,-5.0
1950-09-03,4.8,0.1,18.0,709.1,-3.2,100.0,-1.7,-4.1
1950-09-04,7.9,0.0,20.0,709.7,-2.4,100.0,-1.0,-5.1
1950-09-05,0.0,0.0,33.0,712.9,0.9,100.0,1.8,-1.8
1950-09-06,12.4,0.1,25.0,712.7,1.5,96.0,3.0,0.4
1950-09-07,6.6,6.9,23.0,713.3,3.1,85.0,4.7,0.7
1950-09-08,3.2,0.0,18.0,713.8,1.5,100.0,2.4,1.1
1950-09-09,6.5,2.3,0.0,714.3,2.0,98.0,3.8,0.2
1950-09-10,0.0,11.1,0.0,717.3,4.4,84.0,6.4,2.2
1950-09-11,0.0,10.1,0.0,717.5,6.6,62.0,9.0,3.9
1950-09-12,0.0,8.3,0.0,717.4,3.5,77.0,4.5,2.8
1950-09-13,0.0,11.8,0.0,717.5,6.9,51.0,9.9,3.6
1950-09-14,0.1,8.9,0.0,714.5,5.3,81.0,7.2,4.4
1950-09-15,15.6,5.7,0.0,707.1,1.3,92.0,6.0,-2.2
1950-09-16,11.5,0.0,30.0,706.1,-6.0,100.0,-2.2,-7.1
1950-09-17,0.4,6.2,35.0,709.3,-3.7,82.0,-3.0,-5.8
1950-09-18,0.3,8.3,25.0,710.1,-2.0,91.0,0.4,-4.0
1950-09-19,1.3,0.1,25.0,707.3,-3.8,100.0,-2.0,-5.0
1950-09-20,8.0,1.4,25.0,704.7,-2.6,100.0,-2.0,-3.5
1950-09-21,4.7,0.5,30.0,702.5,-5.8,100.0,-1.0,-8.4
1950-09-22,0.6,2.0,45.0,710.1,-7.4,98.0,-6.4,-9.0
1950-09-23,3.5,1.4,45.0,712.6,-6.6,95.0,-6.2,-7.4
1950-09-24,0.0,1.5,45.0,712.1,-3.6,71.0,-2.7,-6.2
1950-09-25,0.0,4.7,40.0,708.9,0.6,72.0,2.8,-2.7
1950-09-26,8.8,1.7,30.0,706.3,-2.2,98.0,0.0,-3.0
1950-09-27,2.3,0.8,30.0,711.4,-2.5,95.0,-1.6,-4.6
1950-09-28,0.0,10.4,30.0,714.1,-0.2,80.0,1.4,-3.0
1950-09-29,0.0,7.8,25.0,712.6,1.9,34.0,3.2,-0.9
1950-09-30,8.5,7.2,20.0,709.1,1.9,71.0,4.4,0.6
1950-10-01,13.9,0.0,15.0,707.1,-2.6,100.0,0.6,-4.3
1950-10-02,3.8,6.9,20.0,711.0,-3.8,97.0,-2.4,-5.2
1950-10-03,2.0,0.0,25.0,713.0,-5.6,100.0,-3.4,-6.9
1950-10-04,0.0,8.0,25.0,717.1,-0.8,45.0,1.0,-8.4
1950-10-05,0.0,8.9,25.0,718.2,4.6,27.0,6.4,0.6
1950-10-06,0.0,10.8,20.0,717.8,3.8,29.0,7.0,2.2
1950-10-07,0.0,10.9,20.0,716.2,2.2,27.0,5.0,1.3
1950-10-08,0.0,8.1,20.0,712.3,1.8,56.0,4.3,0.5
1950-10-09,0.0,0.0,15.0,711.8,1.4,85.0,2.2,-1.0
1950-10-10,1.6,2.7,15.0,712.2,0.4,85.0,2.0,-0.8
1950-10-11,12.0,0.0,17.0,715.9,-3.4,100.0,-0.6,-4.4
1950-10-12,0.0,9.2,20.0,717.9,-6.0,97.0,-4.4,-9.2
1950-10-13,0.0,10.4,20.0,716.3,-0.3,84.0,0.8,-5.4
1950-10-14,0.0,9.4,17.0,713.3,1.0,69.0,2.6,-1.6
1950-10-15,0.0,9.4,13.0,713.0,2.2,55.0,4.0,1.1
1950-10-16,0.2,10.0,13.0,714.6,-0.2,76.0,1.7,-1.4
1950-10-17,3.2,1.2,13.0,715.3,-1.8,99.0,-0.7,-2.8
1950-10-18,5.1,0.0,14.0,713.7,-1.8,100.0,-0.5,-3.0
1950-10-19,0.3,0.1,14.0,715.3,-0.6,78.0,0.2,-4.4
1950-10-20,0.0,10.4,14.0,715.1,0.2,40.0,1.3,-0.6
1950-10-21,0.0,8.9,12.0,714.2,-0.7,54.0,0.2,-1.2
1950-10-22,0.0,9.6,12.0,715.3,1.1,35.0,2.0,-1.4
1950-10-23,0.0,8.1,10.0,713.5,1.2,30.0,2.0,0.8
1950-10-24,0.0,9.3,10.0,707.7,0.5,36.0,2.3,-0.7
1950-10-25,1.8,8.8,10.0,698.2,-4.4,59.0,0.0,-6.7
1950-10-26,8.5,0.0,14.0,694.1,-13.8,100.0,-6.7,-14.8
1950-10-27,6.0,0.0,24.0,694.3,-16.3,97.0,-14.8,-16.7
1950-10-28,0.8,3.1,30.0,695.0,-16.1,96.0,-14.6,-17.0
1950-10-29,0.0,10.1,30.0,697.3,-12.0,78.0,-8.7,-17.3
1950-10-30,0.0,5.4,30.0,700.9,-9.0,86.0,-7.2,-11.7
1950-10-31,0.0,9.6,30.0,707.0,-7.7,73.0,-7.3,-8.9
1950-11-01,0.0,8.9,30.0,707.9,-4.8,42.0,-2.4,-7.9
1950-11-02,2.4,0.8,25.0,704.2,-7.8,92.0,-5.7,-9.0
1950-11-03,17.6,0.2,27.0,691.7,-10.6,100.0,-5.6,-12.8
1950-11-04,22.5,0.0,55.0,690.9,-12.6,100.0,-11.9,-14.3
1950-11-05,14.4,0.0,85.0,693.4,-13.5,100.0,-13.0,-14.0
1950-11-06,0.9,0.0,110.0,695.9,-13.1,100.0,-12.0,-14.0
1950-11-07,2.7,4.1,110.0,700.1,-12.6,91.0,-10.7,-13.6
1950-11-08,1.3,0.0,115.0,702.9,-12.8,89.0,-11.5,-14.5
1950-11-09,0.0,7.6,110.0,709.0,-4.6,26.0,-3.0,-11.5
1950-11-10,0.0,5.9,100.0,711.0,0.5,75.0,2.0,-3.9
1950-11-11,0.0,0.6,90.0,706.6,0.1,85.0,2.0,-0.2
1950-11-12,4.3,2.3,80.0,698.7,-5.4,95.0,-0.2,-8.3
1950-11-13,0.4,3.0,80.0,696.6,-3.8,84.0,-2.6,-8.8
1950-11-14,32.3,2.5,80.0,694.5,-9.6,98.0,-3.8,-13.3
1950-11-15,30.7,0.0,130.0,697.9,-14.6,100.0,-13.3,-15.2
1950-11-16,53.9,0.0,160.0,696.7,-6.2,95.0,-4.2,-15.0
1950-11-17,14.5,0.1,200.0,699.8,-9.2,100.0,-4.2,-10.8
1950-11-18,0.3,5.7,225.0,705.3,-8.9,78.0,-6.8,-12.0
1950-11-19,0.0,1.4,225.0,703.0,-4.6,65.0,-3.0,-7.6
1950-11-20,6.2,0.0,220.0,697.9,-8.0,100.0,-4.7,-9.8
1950-11-21,0.3,5.2,220.0,695.5,-8.8,73.0,-7.2,-9.8
1950-11-22,14.1,4.7,190.0,695.5,-7.2,91.0,-6.6,-9.8
1950-11-23,0.2,4.8,195.0,699.0,-11.5,89.0,-7.0,-12.2
1950-11-24,9.3,0.2,190.0,699.9,-9.2,88.0,-8.3,-11.2
1950-11-25,25.7,0.0,200.0,700.7,-5.8,100.0,-4.9,-8.3
1950-11-26,11.0,0.0,240.0,703.1,-10.5,96.0,-6.3,-12.8
1950-11-27,0.0,8.7,250.0,712.3,-6.0,37.0,-3.2,-12.8
1950-11-28,2.5,0.2,240.0,712.3,-2.5,53.0,-0.2,-3.2
1950-11-29,6.3,8.3,240.0,700.5,-7.2,79.0,-3.2,-8.7
1950-11-30,14.3,0.0,250.0,702.9,-13.1,96.0,-8.7,-13.8
1950-12-01,0.0,7.4,250.0,706.5,-2.8,53.0,-1.8,-13.6
1950-12-02,0.0,1.2,230.0,702.2,-2.0,58.0,-0.4,-3.2
1950-12-03,16.3,2.0,220.0,694.3,-7.8,85.0,-2.2,-11.2
1950-12-04,2.3,1.3,240.0,692.5,-15.3,81.0,-11.2,-18.8
1950-12-05,0.0,4.5,230.0,693.5,-15.5,48.0,-14.0,-16.9
